Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
IyrGre,yvelmean,yr,xgre ygre time,land_ice_vertical_mean_y_velocity,Y-Component of Land Ice Vertical Mean Velocity,The vertical mean land ice velocity is the average from the bedrock to the surface of the ice,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,yvelsurf,yr,xgre ygre time,land_ice_surface_y_velocity,Y-Component of Land Ice Surface Velocity,"A velocity is a vector quantity. 'y' indicates a vector component along the grid y-axis, positive with increasing y. 'Land ice' means glaciers, ice-caps and ice-sheets resting on bedrock and also includes ice-shelves. The surface called 'surface' means the lower boundary of the atmosphere.'",landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,zvelbase,yr,xgre ygre time,land_ice_basal_upward_velocity,Upward Component of Land-Ice Basal Velocity,A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). 'basal' means the lower boundary of the atmosphere,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
IyrGre,zvelsurf,yr,xgre ygre time,land_ice_surface_upward_velocity,Upward Component of Land-Ice Surface Velocity,A velocity is a vector quantity. 'Upward' indicates a vector component which is positive when directed upward (negative downward). The surface called 'surface' means the lower boundary of the atmosphere,landIce,m s-1,,area: time: mean where ice_sheet,area: areacellg
LImon,acabfIs,mon,longitude latitude time,land_ice_surface_specific_mass_balance_flux,Ice Sheet Surface Mass Balance Flux,Specific mass balance means the net rate at which ice is added per unit area at the land ice surface. Computed as the total surface mass balance on the land ice portion of the grid cell divided by land ice area in the grid cell. A negative value means loss of ice,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,agesno,mon,longitude latitude time,age_of_surface_snow,Mean Age of Snow,"Age of Snow (when computing the time-mean here, the time samples, weighted by the mass of snow on the land portion of the grid cell, are accumulated and then divided by the sum of the weights.  Reported as missing data in regions free of snow on land.",landIce land,day,,area: mean where land time: mean (with samples weighted by snow mass),area: areacella
LImon,hfdsn,mon,longitude latitude time,surface_downward_heat_flux_in_snow,Downward Heat Flux into Snow Where Land over Land,the net downward heat flux from the atmosphere into the snow that lies on land divided by the land area in the grid cell; reported as 0.0 for snow-free land regions or where the land fraction is 0.,landIce land,W m-2,down,area: mean where land time: mean,area: areacella
LImon,hflsIs,mon,longitude latitude time,surface_upward_latent_heat_flux,Ice Sheet Surface Upward Latent Heat Flux,Upward latent heat flux from the ice sheet surface,landIce,W m-2,up,area: time: mean where ice_sheet,area: areacella
LImon,hfssIs,mon,longitude latitude time,surface_upward_sensible_heat_flux,Ice Sheet Surface Upward Sensible Heat Flux,"Upward sensible heat flux from the ice sheet surface. The surface sensible heat flux, also called turbulent heat flux, is the exchange of heat between the surface and the air by motion of air.",landIce,W m-2,up,area: time: mean where ice_sheet,area: areacella
LImon,icemIs,mon,longitude latitude time,land_ice_surface_melt_flux,Ice Sheet Surface Ice Melt Flux,Loss of ice mass resulting from surface melting. Computed as the total surface melt water on the land ice portion of the grid cell divided by land ice area in the grid cell.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,litemptopIs,mon,longitude latitude time,temperature_at_top_of_ice_sheet_model,Ice Sheet Temperature at Top of Ice Sheet Model,"Upper boundary temperature that is used to force ice sheet models. It is the temperature at the base of the snowpack models, and does not vary with seasons. Report surface temperature of ice sheet where snow thickness is zero",landIce,K,,area: time: mean where ice_sheet,area: areacella
LImon,lwsnl,mon,longitude latitude time,liquid_water_content_of_surface_snow,Liquid Water Content of Snow Layer,The total mass of liquid water contained interstitially within the whole depth of the snow layer of the land portion of a grid cell divided by the area of the land portion of the cell.,landIce land,kg m-2,,area: mean where land time: mean,area: areacella
LImon,mrroIs,mon,longitude latitude time,runoff_flux,Ice Sheet Total Runoff,The total run-off (including drainage through the base of the soil model) per unit area leaving the land portion of the grid cell.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,orogIs,mon,longitude latitude time,surface_altitude,Ice Sheet Surface Altitude,"The surface called 'surface' means the lower boundary of the atmosphere. Altitude is the (geometric) height above the geoid, which is the reference geopotential surface. The geoid is similar to mean sea level.",landIce,m,,area: time: mean where ice_sheet,area: areacella
LImon,pflw,mon,longitude latitude time,liquid_water_content_of_permafrost_layer,Liquid Water Content of Permafrost Layer,"*where land over land*, i.e., this is the total mass of liquid water contained within the permafrost layer within the land portion of a grid cell divided by the area of the land portion of the cell.",landIce land,kg m-2,,area: mean where land time: mean,area: areacella
LImon,prraIs,mon,longitude latitude time,rainfall_flux,Ice Sheet Rainfall Rate,Rainfall rate over the ice sheet,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,prsnIs,mon,longitude latitude time,snowfall_flux,Ice Sheet Snowfall Flux,at surface; includes precipitation of all forms of water in the solid phase,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,rldsIs,mon,longitude latitude time,surface_downwelling_longwave_flux_in_air,Ice Sheet Surface Downwelling Longwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",landIce,W m-2,down,area: time: mean where ice_sheet,area: areacella
LImon,rlusIs,mon,longitude latitude time,surface_upwelling_longwave_flux_in_air,Ice Sheet Surface Upwelling Longwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",landIce,W m-2,up,area: time: mean where ice_sheet,area: areacella
LImon,rsdsIs,mon,longitude latitude time,surface_downwelling_shortwave_flux_in_air,Ice Sheet Surface Downwelling Shortwave Radiation,Surface solar irradiance for UV calculations,landIce,W m-2,down,area: time: mean where ice_sheet,area: areacella
LImon,rsusIs,mon,longitude latitude time,surface_upwelling_shortwave_flux_in_air,Ice Sheet Surface Upwelling Shortwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'shortwave' means shortwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",landIce,W m-2,up,area: time: mean where ice_sheet,area: areacella
LImon,sbl,mon,longitude latitude time,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,landIce,kg m-2 s-1,,area: mean where land time: mean,area: areacella
LImon,sblIs,mon,longitude latitude time,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Ice Sheet Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,sftflf,mon,longitude latitude time,floating_ice_shelf_area_fraction,Floating Ice Shelf Area Percentage,"Percentage of grid cell covered by floating ice shelf, the component of the ice sheet that is flowing over sea water",landIce,%,,area: time: mean,area: areacella
LImon,sftgif,mon,longitude latitude time,land_ice_area_fraction,Land Ice Area Percentage,"Percentage of grid cell covered by land ice (ice sheet, ice shelf, ice cap, glacier)",land,%,,area: time: mean,area: areacella
LImon,sftgrf,mon,longitude latitude time,grounded_ice_sheet_area_fraction,Grounded Ice Sheet Area Percentage,Percentage of grid cell covered by grounded ice sheet,landIce,%,,area: time: mean,area: areacella
LImon,snc,mon,longitude latitude time,surface_snow_area_fraction,Snow Area Percentage,Percentage of each grid cell that is occupied by snow that rests on land portion of cell.,landIce land,%,,area: time: mean,area: areacella
LImon,sncIs,mon,longitude latitude time,surface_snow_area_fraction,Ice Sheet Snow Cover Percentage,Percentage of each grid cell that is occupied by snow that rests on land portion of cell.,landIce,%,,area: time: mean where ice_sheet,area: areacella
LImon,snd,mon,longitude latitude time,surface_snow_thickness,Snow Depth,"where land over land, this is computed as the mean thickness of snow in the land portion of the grid cell (averaging over the entire land portion, including the snow-free fraction).  Reported as 0.0 where the land fraction is 0.",landIce land,m,,area: mean where land time: mean,area: areacella
LImon,snicefreezIs,mon,longitude latitude time,surface_snow_and_ice_refreezing_flux,Ice Sheet Surface Snow and Ice Refreeze Flux,Mass flux of surface meltwater which refreezes within the snowpack. Computed as the total refreezing on the land ice portion of the grid cell divided by land ice area in the grid cell.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,snicemIs,mon,longitude latitude time,surface_snow_and_ice_melt_flux,Ice Sheet Surface Snow and Ice Melt Flux,Loss of snow and ice mass resulting from surface melting. Computed as the total surface melt on the land ice portion of the grid cell divided by land ice area in the grid cell.,landIce,kg m-2 s-1,,area: time: mean where ice_sheet,area: areacella
LImon,snm,mon,longitude latitude time,surface_snow_melt_flux,Surface Snow Melt,The total surface snow melt rate on the land portion of the grid cell divided by the land area in the grid cell; report as zero for snow-free land regions and missing where there is no land.,landIce land,kg m-2 s-1,,area: mean where land time: mean,area: areacella
